,Team1,Team2,Min_Start,Min_End,T1Score_Begin,T2Score_Begin,T1Score_End,T2Score_End,Margin_Period,Margin_TOT,WCT_Start,WCT_End,Vol_Period,Vol_Total,T1Vol_Period,T2Vol_Period,T1Vol_Total,T2Vol_Total,T1Sent_Period,T2Sent_Period,T1Sent_Total,T2Sent_Total,Margin_Prior,OPA_Margin,VolDiff_Total,VolDiff_Period,SentDiff_Total,SentDiff_Period,UnqIdentifier,VolDiff_Total_Lag1,VolDiff_Total_Lag2,VolDiff_Total_Lag3,VolDiff_Total_Lag4,VolDiff_Total_Lag5,SentDiff_Total_Lag1,SentDiff_Total_Lag2,SentDiff_Total_Lag3,SentDiff_Total_Lag4,SentDiff_Total_Lag5,Margin_TOT_Lag1,Margin_TOT_Lag2,Margin_TOT_Lag3,Margin_TOT_Lag4,Margin_TOT_Lag5,VolDiff_Period_Lag1,VolDiff_Period_Lag2,VolDiff_Period_Lag3,VolDiff_Period_Lag4,VolDiff_Period_Lag5,SentDiff_Period_Lag1,SentDiff_Period_Lag2,SentDiff_Period_Lag3,SentDiff_Period_Lag4,SentDiff_Period_Lag5,Margin_Period_Lag1,Margin_Period_Lag2,Margin_Period_Lag3,Margin_Period_Lag4,Margin_Period_Lag5
458,Pittsburgh,Wisconsin,16,17,20,10,20,12,-2,8,19:29:09,19:31:29,86,1410,38.0,53.0,613.0,757.0,3,-10,58,-36,10,-2,-144.0,-15.0,94,13,PittsburghWisconsin,-129.0,-125.0,-116.0,-126.0,-136.0,81,87,79,74,61,10,12,10,12,10,-4.0,-9.0,10.0,10.0,-4.0,-6,8,5,13,9,-2,2,-2,2,3
459,Pittsburgh,Wisconsin,17,18,20,12,22,13,1,9,19:31:29,19:33:53,67,1477,31.0,36.0,644.0,793.0,-1,-25,57,-61,8,2,-149.0,-5.0,118,24,PittsburghWisconsin,-144.0,-129.0,-125.0,-116.0,-126.0,94,81,87,79,74,8,10,12,10,12,-15.0,-4.0,-9.0,10.0,10.0,13,-6,8,5,13,-2,-2,2,-2,2
460,Pittsburgh,Wisconsin,18,19,22,13,22,13,0,9,19:33:53,19:35:29,88,1565,31.0,65.0,675.0,858.0,4,-7,61,-68,9,-2,-183.0,-34.0,129,11,PittsburghWisconsin,-149.0,-144.0,-129.0,-125.0,-116.0,118,94,81,87,79,9,8,10,12,10,-5.0,-15.0,-4.0,-9.0,10.0,24,13,-6,8,5,1,-2,-2,2,-2
461,Pittsburgh,Wisconsin,19,20,22,13,22,16,-3,6,19:35:29,19:38:47,215,1780,89.0,135.0,764.0,993.0,0,-32,61,-100,9,-2,-229.0,-46.0,161,32,PittsburghWisconsin,-183.0,-149.0,-144.0,-129.0,-125.0,129,118,94,81,87,9,9,8,10,12,-34.0,-5.0,-15.0,-4.0,-9.0,11,24,13,-6,8,0,1,-2,-2,2
462,Pittsburgh,Wisconsin,20,21,22,16,22,18,-2,4,19:38:47,20:01:02,702,2482,327.0,375.0,1091.0,1368.0,21,-24,82,-124,6,1,-277.0,-48.0,206,45,PittsburghWisconsin,-229.0,-183.0,-149.0,-144.0,-129.0,161,129,118,94,81,6,9,9,8,10,-46.0,-34.0,-5.0,-15.0,-4.0,32,11,24,13,-6,-3,0,1,-2,-2
463,Pittsburgh,Wisconsin,21,22,22,18,24,18,2,6,20:01:02,20:03:14,88,2570,23.0,57.0,1114.0,1425.0,-4,5,78,-119,4,0,-311.0,-34.0,197,-9,PittsburghWisconsin,-277.0,-229.0,-183.0,-149.0,-144.0,206,161,129,118,94,4,6,9,9,8,-48.0,-46.0,-34.0,-5.0,-15.0,45,32,11,24,13,-2,-3,0,1,-2
464,Pittsburgh,Wisconsin,22,23,24,18,24,21,-3,3,20:03:14,20:05:14,68,2638,11.0,49.0,1125.0,1474.0,0,-7,78,-126,6,-3,-349.0,-38.0,204,7,PittsburghWisconsin,-311.0,-277.0,-229.0,-183.0,-149.0,197,206,161,129,118,6,4,6,9,9,-34.0,-48.0,-46.0,-34.0,-5.0,-9,45,32,11,24,2,-2,-3,0,1
465,Pittsburgh,Wisconsin,23,24,24,21,24,23,-2,1,20:05:14,20:08:08,111,2749,26.0,89.0,1151.0,1563.0,4,-29,82,-155,3,-2,-412.0,-63.0,237,33,PittsburghWisconsin,-349.0,-311.0,-277.0,-229.0,-183.0,204,197,206,161,129,3,6,4,6,9,-38.0,-34.0,-48.0,-46.0,-34.0,7,-9,45,32,11,-3,2,-2,-3,0
466,Pittsburgh,Wisconsin,24,25,24,23,26,25,0,1,20:08:08,20:11:00,103,2852,40.0,58.0,1191.0,1621.0,1,1,83,-154,1,2,-430.0,-18.0,237,0,PittsburghWisconsin,-412.0,-349.0,-311.0,-277.0,-229.0,237,204,197,206,161,1,3,6,4,6,-63.0,-38.0,-34.0,-48.0,-46.0,33,7,-9,45,32,-2,-3,2,-2,-3
467,Pittsburgh,Wisconsin,25,26,26,25,28,27,0,1,20:11:00,20:12:57,38,2890,11.0,25.0,1202.0,1646.0,3,-7,86,-161,1,-3,-444.0,-14.0,247,10,PittsburghWisconsin,-430.0,-412.0,-349.0,-311.0,-277.0,237,237,204,197,206,1,1,3,6,4,-18.0,-63.0,-38.0,-34.0,-48.0,0,33,7,-9,45,0,-2,-3,2,-2
468,Pittsburgh,Wisconsin,26,27,28,27,30,27,2,3,20:12:57,20:15:29,51,2941,16.0,38.0,1218.0,1684.0,-4,-3,82,-164,1,-2,-466.0,-22.0,246,-1,PittsburghWisconsin,-444.0,-430.0,-412.0,-349.0,-311.0,247,237,237,204,197,1,1,1,3,6,-14.0,-18.0,-63.0,-38.0,-34.0,10,0,33,7,-9,0,0,-2,-3,2
469,Pittsburgh,Wisconsin,27,28,30,27,32,29,0,3,20:15:29,20:18:33,87,3028,22.0,65.0,1240.0,1749.0,-3,5,79,-159,3,0,-509.0,-43.0,238,-8,PittsburghWisconsin,-466.0,-444.0,-430.0,-412.0,-349.0,246,247,237,237,204,3,1,1,1,3,-22.0,-14.0,-18.0,-63.0,-38.0,-1,10,0,33,7,2,0,0,-2,-3
470,Pittsburgh,Wisconsin,28,29,32,29,34,29,2,5,20:18:33,20:20:31,25,3053,10.0,12.0,1250.0,1761.0,3,-4,82,-163,3,0,-511.0,-2.0,245,7,PittsburghWisconsin,-509.0,-466.0,-444.0,-430.0,-412.0,238,246,247,237,237,3,3,1,1,1,-43.0,-22.0,-14.0,-18.0,-63.0,-8,-1,10,0,33,0,2,0,0,-2
471,Pittsburgh,Wisconsin,29,30,34,29,34,29,0,5,20:20:31,20:23:00,56,3109,22.0,32.0,1272.0,1793.0,-1,-7,81,-170,5,2,-521.0,-10.0,251,6,PittsburghWisconsin,-511.0,-509.0,-466.0,-444.0,-430.0,245,238,246,247,237,5,3,3,1,1,-2.0,-43.0,-22.0,-14.0,-18.0,7,-8,-1,10,0,2,0,2,0,0
472,Pittsburgh,Wisconsin,30,31,34,29,34,29,0,5,20:23:00,20:24:43,55,3164,29.0,29.0,1301.0,1822.0,-3,-10,78,-180,5,0,-521.0,0.0,258,7,PittsburghWisconsin,-521.0,-511.0,-509.0,-466.0,-444.0,251,245,238,246,247,5,5,3,3,1,-10.0,-2.0,-43.0,-22.0,-14.0,6,7,-8,-1,10,0,2,0,2,0
473,Pittsburgh,Wisconsin,31,32,34,29,34,33,-4,1,20:24:43,20:27:52,101,3265,24.0,81.0,1325.0,1903.0,-2,-20,76,-200,5,2,-578.0,-57.0,276,18,PittsburghWisconsin,-521.0,-521.0,-511.0,-509.0,-466.0,258,251,245,238,246,5,5,5,3,3,0.0,-10.0,-2.0,-43.0,-22.0,7,6,7,-8,-1,0,0,2,0,2
474,Pittsburgh,Wisconsin,32,33,34,33,36,35,0,1,20:27:52,20:30:33,93,3358,28.0,70.0,1353.0,1973.0,-3,-12,73,-212,1,0,-620.0,-42.0,285,9,PittsburghWisconsin,-578.0,-521.0,-521.0,-511.0,-509.0,276,258,251,245,238,1,5,5,5,3,-57.0,0.0,-10.0,-2.0,-43.0,18,7,6,7,-8,-4,0,0,2,0
475,Pittsburgh,Wisconsin,33,34,36,35,36,35,0,1,20:30:33,20:33:15,88,3446,27.0,61.0,1380.0,2034.0,1,3,74,-209,1,0,-654.0,-34.0,283,-2,PittsburghWisconsin,-620.0,-578.0,-521.0,-521.0,-511.0,285,276,258,251,245,1,1,5,5,5,-42.0,-57.0,0.0,-10.0,-2.0,9,18,7,6,7,0,-4,0,0,2
476,Pittsburgh,Wisconsin,34,35,36,35,36,38,-3,-2,20:33:15,20:34:58,68,3514,19.0,46.0,1399.0,2080.0,5,-10,79,-219,1,-4,-681.0,-27.0,298,15,PittsburghWisconsin,-654.0,-620.0,-578.0,-521.0,-521.0,283,285,276,258,251,1,1,1,5,5,-34.0,-42.0,-57.0,0.0,-10.0,-2,9,18,7,6,0,0,-4,0,0
477,Pittsburgh,Wisconsin,35,36,36,38,39,39,2,0,20:34:58,20:37:23,47,3561,20.0,22.0,1419.0,2102.0,-1,0,78,-219,-2,0,-683.0,-2.0,297,-1,PittsburghWisconsin,-681.0,-654.0,-620.0,-578.0,-521.0,298,283,285,276,258,-2,1,1,1,5,-27.0,-34.0,-42.0,-57.0,0.0,15,-2,9,18,7,-3,0,0,-4,0
478,Pittsburgh,Wisconsin,36,37,39,39,40,39,1,1,20:37:23,20:39:50,134,3695,33.0,96.0,1452.0,2198.0,1,10,79,-209,0,0,-746.0,-63.0,288,-9,PittsburghWisconsin,-683.0,-681.0,-654.0,-620.0,-578.0,297,298,283,285,276,0,-2,1,1,1,-2.0,-27.0,-34.0,-42.0,-57.0,-1,15,-2,9,18,2,-3,0,0,-4
479,Pittsburgh,Wisconsin,37,38,40,39,40,42,-3,-2,20:39:50,20:42:38,140,3835,48.0,103.0,1500.0,2301.0,-4,-21,75,-230,1,-3,-801.0,-55.0,305,17,PittsburghWisconsin,-746.0,-683.0,-681.0,-654.0,-620.0,288,297,298,283,285,1,0,-2,1,1,-63.0,-2.0,-27.0,-34.0,-42.0,-9,-1,15,-2,9,1,2,-3,0,0
480,Pittsburgh,Wisconsin,38,39,40,42,40,44,-2,-4,20:42:38,20:44:29,99,3934,30.0,83.0,1530.0,2384.0,-4,-11,71,-241,-2,2,-854.0,-53.0,312,7,PittsburghWisconsin,-801.0,-746.0,-683.0,-681.0,-654.0,305,288,297,298,283,-2,1,0,-2,1,-55.0,-63.0,-2.0,-27.0,-34.0,17,-9,-1,15,-2,-3,1,2,-3,0
481,Pittsburgh,Wisconsin,39,40,40,44,43,47,0,-4,20:44:29,20:47:57,197,4131,45.0,153.0,1575.0,2537.0,-8,-34,63,-275,-4,1,-962.0,-108.0,338,26,PittsburghWisconsin,-854.0,-801.0,-746.0,-683.0,-681.0,312,305,288,297,298,-4,-2,1,0,-2,-53.0,-55.0,-63.0,-2.0,-27.0,7,17,-9,-1,15,-2,-3,1,2,-3
482,Northern Iowa,Texas,0,1,0,0,0,2,0,-2,22:03:00,22:05:14,107,0,24.0,75.0,0.0,0.0,4,3,0,0,0,NA,0.0,-51.0,0,1,Northern IowaTexas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,Northern Iowa,Texas,1,2,0,2,0,4,-2,-4,22:05:14,22:07:58,93,200,14.0,72.0,38.0,147.0,4,-1,8,2,-2,NA,-109.0,-58.0,6,5,Northern IowaTexas,0.0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2,NA,NA,NA,NA,-51.0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA
484,Northern Iowa,Texas,2,3,0,4,2,7,-1,-5,22:07:58,22:11:08,123,323,19.0,95.0,57.0,242.0,4,7,12,9,-4,NA,-185.0,-76.0,3,-3,Northern IowaTexas,-109.0,0.0,NA,NA,NA,6,0,NA,NA,NA,-4,-2,NA,NA,NA,-58.0,-51.0,NA,NA,NA,5,1,NA,NA,NA,-2,0,NA,NA,NA
485,Northern Iowa,Texas,3,4,2,7,4,9,0,-5,22:11:08,22:14:33,69,392,11.0,49.0,68.0,291.0,1,4,13,13,-5,0,-223.0,-38.0,0,-3,Northern IowaTexas,-185.0,-109.0,0.0,NA,NA,3,6,0,NA,NA,-5,-4,-2,NA,NA,-76.0,-58.0,-51.0,NA,NA,-3,5,1,NA,NA,-1,-2,0,NA,NA
486,Northern Iowa,Texas,4,5,4,9,7,11,1,-4,22:14:33,22:17:14,51,443,20.0,29.0,88.0,320.0,2,-2,15,11,-5,-2,-232.0,-9.0,4,4,Northern IowaTexas,-223.0,-185.0,-109.0,0.0,NA,0,3,6,0,NA,-5,-5,-4,-2,NA,-38.0,-76.0,-58.0,-51.0,NA,-3,-3,5,1,NA,0,-1,-2,0,NA
487,Northern Iowa,Texas,5,6,7,11,9,11,2,-2,22:17:14,22:20:15,37,480,14.0,27.0,102.0,347.0,2,-5,17,6,-4,-1,-245.0,-13.0,11,7,Northern IowaTexas,-232.0,-223.0,-185.0,-109.0,0.0,4,0,3,6,0,-4,-5,-5,-4,-2,-9.0,-38.0,-76.0,-58.0,-51.0,4,-3,-3,5,1,1,0,-1,-2,0
488,Northern Iowa,Texas,6,7,9,11,9,11,0,-2,22:20:15,22:23:13,37,517,14.0,18.0,116.0,365.0,4,0,21,6,-2,0,-249.0,-4.0,15,4,Northern IowaTexas,-245.0,-232.0,-223.0,-185.0,-109.0,11,4,0,3,6,-2,-4,-5,-5,-4,-13.0,-9.0,-38.0,-76.0,-58.0,7,4,-3,-3,5,2,1,0,-1,-2
489,Northern Iowa,Texas,7,8,9,11,11,11,2,0,22:23:13,22:26:18,49,566,19.0,27.0,135.0,392.0,-3,2,18,8,-2,1,-257.0,-8.0,10,-5,Northern IowaTexas,-249.0,-245.0,-232.0,-223.0,-185.0,15,11,4,0,3,-2,-2,-4,-5,-5,-4.0,-13.0,-9.0,-38.0,-76.0,4,7,4,-3,-3,0,2,1,0,-1
490,Northern Iowa,Texas,8,9,11,11,14,11,3,3,22:26:18,22:28:56,46,612,31.0,16.0,166.0,408.0,-10,-2,8,6,0,2,-242.0,15.0,2,-8,Northern IowaTexas,-257.0,-249.0,-245.0,-232.0,-223.0,10,15,11,4,0,0,-2,-2,-4,-5,-8.0,-4.0,-13.0,-9.0,-38.0,-5,4,7,4,-3,2,0,2,1,0
491,Northern Iowa,Texas,9,10,14,11,21,13,5,8,22:28:56,22:31:57,111,723,78.0,34.0,244.0,442.0,-10,-11,-2,-5,3,0,-198.0,44.0,3,1,Northern IowaTexas,-242.0,-257.0,-249.0,-245.0,-232.0,2,10,15,11,4,3,0,-2,-2,-4,15.0,-8.0,-4.0,-13.0,-9.0,-8,-5,4,7,4,3,2,0,2,1
492,Northern Iowa,Texas,10,11,21,13,25,13,4,12,22:31:57,22:34:52,73,796,40.0,30.0,284.0,472.0,11,-2,9,-7,8,2,-188.0,10.0,16,13,Northern IowaTexas,-198.0,-242.0,-257.0,-249.0,-245.0,3,2,10,15,11,8,3,0,-2,-2,44.0,15.0,-8.0,-4.0,-13.0,1,-8,-5,4,7,5,3,2,0,2
493,Northern Iowa,Texas,11,12,25,13,27,13,2,14,22:34:52,22:37:57,77,873,46.0,28.0,330.0,500.0,1,0,10,-7,12,3,-170.0,18.0,17,1,Northern IowaTexas,-188.0,-198.0,-242.0,-257.0,-249.0,16,3,2,10,15,12,8,3,0,-2,10.0,44.0,15.0,-8.0,-4.0,13,1,-8,-5,4,4,5,3,2,0
494,Northern Iowa,Texas,12,13,27,13,31,17,0,14,22:37:57,22:40:46,37,910,17.0,20.0,347.0,520.0,-1,-16,9,-23,14,5,-173.0,-3.0,32,15,Northern IowaTexas,-170.0,-188.0,-198.0,-242.0,-257.0,17,16,3,2,10,14,12,8,3,0,18.0,10.0,44.0,15.0,-8.0,1,13,1,-8,-5,2,4,5,3,2
495,Northern Iowa,Texas,13,14,31,17,33,17,2,16,22:40:46,22:43:48,58,968,23.0,27.0,370.0,547.0,8,-4,17,-27,14,4,-177.0,-4.0,44,12,Northern IowaTexas,-173.0,-170.0,-188.0,-198.0,-242.0,32,17,16,3,2,14,14,12,8,3,-3.0,18.0,10.0,44.0,15.0,15,1,13,1,-8,0,2,4,5,3
496,Northern Iowa,Texas,14,15,33,17,33,23,-6,10,22:43:48,22:46:11,38,1006,17.0,17.0,387.0,564.0,-1,-6,16,-33,16,2,-177.0,0.0,49,5,Northern IowaTexas,-177.0,-173.0,-170.0,-188.0,-198.0,44,32,17,16,3,16,14,14,12,8,-4.0,-3.0,18.0,10.0,44.0,12,15,1,13,1,2,0,2,4,5
497,Northern Iowa,Texas,15,16,33,23,37,25,2,12,22:46:11,22:49:38,46,1052,17.0,24.0,404.0,588.0,4,1,20,-32,10,0,-184.0,-7.0,52,3,Northern IowaTexas,-177.0,-177.0,-173.0,-170.0,-188.0,49,44,32,17,16,10,16,14,14,12,0.0,-4.0,-3.0,18.0,10.0,5,12,15,1,13,-6,2,0,2,4
498,Northern Iowa,Texas,16,17,37,25,39,25,2,14,22:49:38,22:52:14,38,1090,15.0,20.0,419.0,608.0,-3,2,17,-30,12,2,-189.0,-5.0,47,-5,Northern IowaTexas,-184.0,-177.0,-177.0,-173.0,-170.0,52,49,44,32,17,12,10,16,14,14,-7.0,0.0,-4.0,-3.0,18.0,3,5,12,15,1,2,-6,2,0,2
499,Northern Iowa,Texas,17,18,39,25,39,29,-4,10,22:52:14,22:55:06,43,1133,20.0,24.0,439.0,632.0,-5,-9,12,-39,14,-6,-193.0,-4.0,51,4,Northern IowaTexas,-189.0,-184.0,-177.0,-177.0,-173.0,47,52,49,44,32,14,12,10,16,14,-5.0,-7.0,0.0,-4.0,-3.0,-5,3,5,12,15,2,2,-6,2,0
500,Northern Iowa,Texas,18,19,39,29,42,31,1,11,22:55:06,22:58:11,45,1178,17.0,27.0,456.0,659.0,6,-3,18,-42,10,2,-203.0,-10.0,60,9,Northern IowaTexas,-193.0,-189.0,-184.0,-177.0,-177.0,51,47,52,49,44,10,14,12,10,16,-4.0,-5.0,-7.0,0.0,-4.0,4,-5,3,5,12,-4,2,2,-6,2
501,Northern Iowa,Texas,19,20,42,31,44,36,-3,8,22:58:11,23:01:06,104,1282,55.0,57.0,511.0,716.0,5,1,23,-41,11,2,-205.0,-2.0,64,4,Northern IowaTexas,-203.0,-193.0,-189.0,-184.0,-177.0,60,51,47,52,49,11,10,14,12,10,-10.0,-4.0,-5.0,-7.0,0.0,9,4,-5,3,5,1,-4,2,2,-6
502,Northern Iowa,Texas,20,21,44,36,44,36,0,8,23:01:06,23:23:41,398,1680,205.0,224.0,716.0,940.0,-7,-26,16,-67,8,-4,-224.0,-19.0,83,19,Northern IowaTexas,-205.0,-203.0,-193.0,-189.0,-184.0,64,60,51,47,52,8,11,10,14,12,-2.0,-10.0,-4.0,-5.0,-7.0,4,9,4,-5,3,-3,1,-4,2,2
503,Northern Iowa,Texas,21,22,44,36,44,39,-3,5,23:23:41,23:27:00,48,1728,11.0,35.0,727.0,975.0,3,-1,19,-68,8,1,-248.0,-24.0,87,4,Northern IowaTexas,-224.0,-205.0,-203.0,-193.0,-189.0,83,64,60,51,47,8,8,11,10,14,-19.0,-2.0,-10.0,-4.0,-5.0,19,4,9,4,-5,0,-3,1,-4,2
504,Northern Iowa,Texas,22,23,44,39,47,43,-1,4,23:27:00,23:29:58,62,1790,22.0,42.0,749.0,1017.0,2,-10,21,-78,5,-3,-268.0,-20.0,99,12,Northern IowaTexas,-248.0,-224.0,-205.0,-203.0,-193.0,87,83,64,60,51,5,8,8,11,10,-24.0,-19.0,-2.0,-10.0,-4.0,4,19,4,9,4,-3,0,-3,1,-4
505,Northern Iowa,Texas,23,24,47,43,47,46,-3,1,23:29:58,23:31:47,43,1833,20.0,36.0,769.0,1053.0,2,0,23,-78,4,0,-284.0,-16.0,101,2,Northern IowaTexas,-268.0,-248.0,-224.0,-205.0,-203.0,99,87,83,64,60,4,5,8,8,11,-20.0,-24.0,-19.0,-2.0,-10.0,12,4,19,4,9,-1,-3,0,-3,1
506,Northern Iowa,Texas,24,25,47,46,47,46,0,1,23:31:47,23:35:17,137,1970,26.0,119.0,795.0,1172.0,3,2,26,-76,1,-3,-377.0,-93.0,102,1,Northern IowaTexas,-284.0,-268.0,-248.0,-224.0,-205.0,101,99,87,83,64,1,4,5,8,8,-16.0,-20.0,-24.0,-19.0,-2.0,2,12,4,19,4,-3,-1,-3,0,-3
507,Northern Iowa,Texas,25,26,47,46,47,49,-3,-2,23:35:17,23:38:48,228,2198,78.0,197.0,873.0,1369.0,-6,10,20,-66,1,-1,-496.0,-119.0,86,-16,Northern IowaTexas,-377.0,-284.0,-268.0,-248.0,-224.0,102,101,99,87,83,1,1,4,5,8,-93.0,-16.0,-20.0,-24.0,-19.0,1,2,12,4,19,0,-3,-1,-3,0
508,Northern Iowa,Texas,26,27,47,49,47,51,-2,-4,23:38:48,23:41:49,74,2272,13.0,48.0,886.0,1417.0,-1,5,19,-61,-2,-3,-531.0,-35.0,80,-6,Northern IowaTexas,-496.0,-377.0,-284.0,-268.0,-248.0,86,102,101,99,87,-2,1,1,4,5,-119.0,-93.0,-16.0,-20.0,-24.0,-16,1,2,12,4,-3,0,-3,-1,-3
509,Northern Iowa,Texas,27,28,47,51,50,53,1,-3,23:41:49,23:44:30,66,2338,22.0,43.0,908.0,1460.0,-1,12,18,-49,-4,0,-552.0,-21.0,67,-13,Northern IowaTexas,-531.0,-496.0,-377.0,-284.0,-268.0,80,86,102,101,99,-4,-2,1,1,4,-35.0,-119.0,-93.0,-16.0,-20.0,-6,-16,1,2,12,-2,-3,0,-3,-1
510,Northern Iowa,Texas,28,29,50,53,52,57,-2,-5,23:44:30,23:47:37,51,2389,16.0,35.0,924.0,1495.0,-3,-11,15,-60,-3,-3,-571.0,-19.0,75,8,Northern IowaTexas,-552.0,-531.0,-496.0,-377.0,-284.0,67,80,86,102,101,-3,-4,-2,1,1,-21.0,-35.0,-119.0,-93.0,-16.0,-13,-6,-16,1,2,1,-2,-3,0,-3
511,Northern Iowa,Texas,29,30,52,57,56,57,4,-1,23:47:37,23:50:36,43,2432,20.0,24.0,944.0,1519.0,-3,-10,12,-70,-5,-2,-575.0,-4.0,82,7,Northern IowaTexas,-571.0,-552.0,-531.0,-496.0,-377.0,75,67,80,86,102,-5,-3,-4,-2,1,-19.0,-21.0,-35.0,-119.0,-93.0,8,-13,-6,-16,1,-2,1,-2,-3,0
512,Northern Iowa,Texas,30,31,56,57,58,60,-1,-2,23:50:36,23:53:22,43,2475,20.0,20.0,964.0,1539.0,3,-13,15,-83,-1,1,-575.0,0.0,98,16,Northern IowaTexas,-575.0,-571.0,-552.0,-531.0,-496.0,82,75,67,80,86,-1,-5,-3,-4,-2,-4.0,-19.0,-21.0,-35.0,-119.0,7,8,-13,-6,-16,4,-2,1,-2,-3
513,Northern Iowa,Texas,31,32,58,60,62,60,4,2,23:53:22,23:55:55,59,2534,20.0,37.0,984.0,1576.0,1,-9,16,-92,-2,-2,-592.0,-17.0,108,10,Northern IowaTexas,-575.0,-575.0,-571.0,-552.0,-531.0,98,82,75,67,80,-2,-1,-5,-3,-4,0.0,-4.0,-19.0,-21.0,-35.0,16,7,8,-13,-6,-1,4,-2,1,-2
514,Northern Iowa,Texas,32,33,62,60,66,62,2,4,23:55:55,23:58:41,85,2619,22.0,62.0,1006.0,1638.0,-2,-2,14,-94,2,4,-632.0,-40.0,108,0,Northern IowaTexas,-592.0,-575.0,-575.0,-571.0,-552.0,108,98,82,75,67,2,-2,-1,-5,-3,-17.0,0.0,-4.0,-19.0,-21.0,10,16,7,8,-13,4,-1,4,-2,1
515,Michigan,Notre Dame,0,1,0,0,0,0,0,0,22:12:00,22:14:16,276,0,188.0,41.0,0.0,0.0,-4,15,0,0,0,NA,0.0,147.0,0,-19,MichiganNotre Dame,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,Michigan,Notre Dame,1,2,0,0,2,0,2,2,22:14:16,22:16:16,184,460,137.0,22.0,325.0,63.0,3,4,-1,19,0,NA,262.0,115.0,-20,-1,MichiganNotre Dame,0.0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,147.0,NA,NA,NA,NA,-19,NA,NA,NA,NA,0,NA,NA,NA,NA
517,Michigan,Notre Dame,2,3,2,0,5,0,3,5,22:16:16,22:18:20,160,620,120.0,13.0,445.0,76.0,27,4,26,23,2,NA,369.0,107.0,3,23,MichiganNotre Dame,262.0,0.0,NA,NA,NA,-20,0,NA,NA,NA,2,0,NA,NA,NA,115.0,147.0,NA,NA,NA,-1,-19,NA,NA,NA,2,0,NA,NA,NA
518,Michigan,Notre Dame,3,4,5,0,7,2,0,5,22:18:20,22:20:58,201,821,134.0,17.0,579.0,93.0,-20,-2,6,21,5,0,486.0,117.0,-15,-18,MichiganNotre Dame,369.0,262.0,0.0,NA,NA,3,-20,0,NA,NA,5,2,0,NA,NA,107.0,115.0,147.0,NA,NA,23,-1,-19,NA,NA,3,2,0,NA,NA
519,Michigan,Notre Dame,4,5,7,2,9,4,0,5,22:20:58,22:23:02,163,984,106.0,23.0,685.0,116.0,-12,0,-6,21,5,2,569.0,83.0,-27,-12,MichiganNotre Dame,486.0,369.0,262.0,0.0,NA,-15,3,-20,0,NA,5,5,2,0,NA,117.0,107.0,115.0,147.0,NA,-18,23,-1,-19,NA,0,3,2,0,NA
520,Michigan,Notre Dame,5,6,9,4,11,7,-1,4,22:23:02,22:25:56,152,1136,97.0,20.0,782.0,136.0,-8,2,-14,23,5,3,646.0,77.0,-37,-10,MichiganNotre Dame,569.0,486.0,369.0,262.0,0.0,-27,-15,3,-20,0,5,5,5,2,0,83.0,117.0,107.0,115.0,147.0,-12,-18,23,-1,-19,0,0,3,2,0
521,Michigan,Notre Dame,6,7,11,7,14,7,3,7,22:25:56,22:28:01,84,1220,50.0,14.0,832.0,150.0,-1,3,-15,26,4,0,682.0,36.0,-41,-4,MichiganNotre Dame,646.0,569.0,486.0,369.0,262.0,-37,-27,-15,3,-20,4,5,5,5,2,77.0,83.0,117.0,107.0,115.0,-10,-12,-18,23,-1,-1,0,0,3,2
522,Michigan,Notre Dame,7,8,14,7,16,11,-2,5,22:28:01,22:30:03,107,1327,73.0,10.0,905.0,160.0,4,3,-11,29,7,0,745.0,63.0,-40,1,MichiganNotre Dame,682.0,646.0,569.0,486.0,369.0,-41,-37,-27,-15,3,7,4,5,5,5,36.0,77.0,83.0,117.0,107.0,-4,-10,-12,-18,23,3,-1,0,0,3
523,Michigan,Notre Dame,8,9,16,11,19,13,1,6,22:30:03,22:32:57,145,1472,92.0,14.0,997.0,174.0,3,-1,-8,28,5,-1,823.0,78.0,-36,4,MichiganNotre Dame,745.0,682.0,646.0,569.0,486.0,-40,-41,-37,-27,-15,5,7,4,5,5,63.0,36.0,77.0,83.0,117.0,1,-4,-10,-12,-18,-2,3,-1,0,0
524,Michigan,Notre Dame,9,10,19,13,24,13,5,11,22:32:57,22:35:11,261,1733,227.0,16.0,1224.0,190.0,29,0,21,28,6,3,1034.0,211.0,-7,29,MichiganNotre Dame,823.0,745.0,682.0,646.0,569.0,-36,-40,-41,-37,-27,6,5,7,4,5,78.0,63.0,36.0,77.0,83.0,4,1,-4,-10,-12,1,-2,3,-1,0
