,Team1,Team2,Min_Start,Min_End,T1Score_Begin,T2Score_Begin,T1Score_End,T2Score_End,Margin_Period,Margin_TOT,WCT_Start,WCT_End,Vol_Period,Vol_Total,T1Vol_Period,T2Vol_Period,T1Vol_Total,T2Vol_Total,T1Sent_Period,T2Sent_Period,T1Sent_Total,T2Sent_Total,Margin_Prior,OPA_Margin,VolDiff_Total,VolDiff_Period,SentDiff_Total,SentDiff_Period,UnqIdentifier,VolDiff_Total_Lag1,VolDiff_Total_Lag2,VolDiff_Total_Lag3,VolDiff_Total_Lag4,VolDiff_Total_Lag5,SentDiff_Total_Lag1,SentDiff_Total_Lag2,SentDiff_Total_Lag3,SentDiff_Total_Lag4,SentDiff_Total_Lag5,Margin_TOT_Lag1,Margin_TOT_Lag2,Margin_TOT_Lag3,Margin_TOT_Lag4,Margin_TOT_Lag5,VolDiff_Period_Lag1,VolDiff_Period_Lag2,VolDiff_Period_Lag3,VolDiff_Period_Lag4,VolDiff_Period_Lag5,SentDiff_Period_Lag1,SentDiff_Period_Lag2,SentDiff_Period_Lag3,SentDiff_Period_Lag4,SentDiff_Period_Lag5,Margin_Period_Lag1,Margin_Period_Lag2,Margin_Period_Lag3,Margin_Period_Lag4,Margin_Period_Lag5
632,Providence,North Carolina,29,30,51,58,56,58,5,-2,23:17:56,23:20:54,165,4934,23.0,137.0,993.0,3679.0,-7,20,-86,388,-7,0,-2686.0,-114.0,-474,-27,ProvidenceNorth Carolina,-2572.0,-2468.0,-2204.0,-1943.0,-1707.0,-447,-423,-320,-279,-261,-7,-5,-7,-7,-5,-104.0,-264.0,-261.0,-236.0,-12.0,-24,-103,-41,-18,-10,-2,2,0,-2,2
633,Providence,North Carolina,30,31,56,58,58,58,2,0,23:20:54,23:23:01,91,5025,30.0,54.0,1023.0,3733.0,-13,20,-99,408,-2,2,-2710.0,-24.0,-507,-33,ProvidenceNorth Carolina,-2686.0,-2572.0,-2468.0,-2204.0,-1943.0,-474,-447,-423,-320,-279,-2,-7,-5,-7,-7,-114.0,-104.0,-264.0,-261.0,-236.0,-27,-24,-103,-41,-18,5,-2,2,0,-2
634,Providence,North Carolina,31,32,58,58,60,58,2,2,23:23:01,23:25:35,137,5162,36.0,95.0,1059.0,3828.0,-5,11,-104,419,0,-2,-2769.0,-59.0,-523,-16,ProvidenceNorth Carolina,-2710.0,-2686.0,-2572.0,-2468.0,-2204.0,-507,-474,-447,-423,-320,0,-2,-7,-5,-7,-24.0,-114.0,-104.0,-264.0,-261.0,-33,-27,-24,-103,-41,2,5,-2,2,0
635,Providence,North Carolina,32,33,60,58,63,60,1,3,23:25:35,23:28:54,332,5494,121.0,191.0,1180.0,4019.0,-18,17,-122,436,2,5,-2839.0,-70.0,-558,-35,ProvidenceNorth Carolina,-2769.0,-2710.0,-2686.0,-2572.0,-2468.0,-523,-507,-474,-447,-423,2,0,-2,-7,-5,-59.0,-24.0,-114.0,-104.0,-264.0,-16,-33,-27,-24,-103,2,2,5,-2,2
636,Providence,North Carolina,33,34,63,60,63,62,-2,1,23:28:54,23:31:15,217,5711,30.0,177.0,1210.0,4196.0,-11,9,-133,445,3,2,-2986.0,-147.0,-578,-20,ProvidenceNorth Carolina,-2839.0,-2769.0,-2710.0,-2686.0,-2572.0,-558,-523,-507,-474,-447,3,2,0,-2,-7,-70.0,-59.0,-24.0,-114.0,-104.0,-35,-16,-33,-27,-24,1,2,2,5,-2
637,Providence,North Carolina,34,35,63,62,68,64,3,4,23:31:15,23:34:27,310,6021,57.0,245.0,1267.0,4441.0,-8,16,-141,461,1,2,-3174.0,-188.0,-602,-24,ProvidenceNorth Carolina,-2986.0,-2839.0,-2769.0,-2710.0,-2686.0,-578,-558,-523,-507,-474,1,3,2,0,-2,-147.0,-70.0,-59.0,-24.0,-114.0,-20,-35,-16,-33,-27,-2,1,2,2,5
638,Providence,North Carolina,35,36,68,64,71,66,1,5,23:34:27,23:36:55,175,6196,29.0,143.0,1296.0,4584.0,-6,7,-147,468,4,1,-3288.0,-114.0,-615,-13,ProvidenceNorth Carolina,-3174.0,-2986.0,-2839.0,-2769.0,-2710.0,-602,-578,-558,-523,-507,4,1,3,2,0,-188.0,-147.0,-70.0,-59.0,-24.0,-24,-20,-35,-16,-33,3,-2,1,2,2
639,Providence,North Carolina,36,37,71,66,71,71,-5,0,23:36:55,23:39:40,186,6382,75.0,105.0,1371.0,4689.0,45,23,-102,491,5,-2,-3318.0,-30.0,-593,22,ProvidenceNorth Carolina,-3288.0,-3174.0,-2986.0,-2839.0,-2769.0,-615,-602,-578,-558,-523,5,4,1,3,2,-114.0,-188.0,-147.0,-70.0,-59.0,-13,-24,-20,-35,-16,1,3,-2,1,2
640,Providence,North Carolina,37,38,71,71,74,74,0,0,23:39:40,23:41:42,113,6495,34.0,55.0,1405.0,4744.0,11,1,-91,492,0,3,-3339.0,-21.0,-583,10,ProvidenceNorth Carolina,-3318.0,-3288.0,-3174.0,-2986.0,-2839.0,-593,-615,-602,-578,-558,0,5,4,1,3,-30.0,-114.0,-188.0,-147.0,-70.0,22,-13,-24,-20,-35,-5,1,3,-2,1
641,Providence,North Carolina,38,39,74,74,77,77,0,0,23:41:42,23:44:50,255,6750,58.0,189.0,1463.0,4933.0,16,21,-75,513,0,1,-3470.0,-131.0,-588,-5,ProvidenceNorth Carolina,-3339.0,-3318.0,-3288.0,-3174.0,-2986.0,-583,-593,-615,-602,-578,0,0,5,4,1,-21.0,-30.0,-114.0,-188.0,-147.0,10,22,-13,-24,-20,0,-5,1,3,-2
642,Providence,North Carolina,39,40,77,77,77,79,-2,-2,23:44:50,23:47:54,447,7197,72.0,350.0,1535.0,5283.0,5,112,-70,625,0,-5,-3748.0,-278.0,-695,-107,ProvidenceNorth Carolina,-3470.0,-3339.0,-3318.0,-3288.0,-3174.0,-588,-583,-593,-615,-602,0,0,0,5,4,-131.0,-21.0,-30.0,-114.0,-188.0,-5,10,22,-13,-24,0,0,-5,1,3
643,Butler,Virginia,0,1,0,0,2,2,0,0,19:10:00,15:12:21,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,NA,0.0,0.0,0,0,ButlerVirginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,Butler,Virginia,1,2,2,2,2,2,0,0,15:12:21,15:14:44,4,19,2.0,2.0,11.0,9.0,2,-2,4,0,0,NA,2.0,0.0,4,4,ButlerVirginia,0.0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
645,Butler,Virginia,2,3,2,2,2,4,-2,-2,15:14:44,15:17:20,8,27,3.0,4.0,14.0,13.0,2,3,6,3,0,NA,1.0,-1.0,3,-1,ButlerVirginia,2.0,0.0,NA,NA,NA,4,0,NA,NA,NA,0,0,NA,NA,NA,0.0,0.0,NA,NA,NA,4,0,NA,NA,NA,0,0,NA,NA,NA
646,Butler,Virginia,3,4,2,4,4,4,2,0,15:17:20,15:19:36,9,36,3.0,6.0,17.0,19.0,1,4,7,7,-2,0,-2.0,-3.0,0,-3,ButlerVirginia,1.0,2.0,0.0,NA,NA,3,4,0,NA,NA,-2,0,0,NA,NA,-1.0,0.0,0.0,NA,NA,-1,4,0,NA,NA,-2,0,0,NA,NA
647,Butler,Virginia,4,5,4,4,4,4,0,0,15:19:36,15:22:14,14,50,6.0,9.0,23.0,28.0,0,2,7,9,0,0,-5.0,-3.0,-2,-2,ButlerVirginia,-2.0,1.0,2.0,0.0,NA,0,3,4,0,NA,0,-2,0,0,NA,-3.0,-1.0,0.0,0.0,NA,-3,-1,4,0,NA,2,-2,0,0,NA
648,Butler,Virginia,5,6,4,4,4,6,-2,-2,15:22:14,15:24:40,12,62,7.0,5.0,30.0,33.0,4,1,11,10,0,-2,-3.0,2.0,1,3,ButlerVirginia,-5.0,-2.0,1.0,2.0,0.0,-2,0,3,4,0,0,0,-2,0,0,-3.0,-3.0,-1.0,0.0,0.0,-2,-3,-1,4,0,0,2,-2,0,0
649,Butler,Virginia,6,7,4,6,6,6,2,0,15:24:40,15:26:47,7,69,2.0,4.0,32.0,37.0,0,1,11,11,-2,2,-5.0,-2.0,0,-1,ButlerVirginia,-3.0,-5.0,-2.0,1.0,2.0,1,-2,0,3,4,-2,0,0,-2,0,2.0,-3.0,-3.0,-1.0,0.0,3,-2,-3,-1,4,-2,0,2,-2,0
650,Butler,Virginia,7,8,6,6,9,6,3,3,15:26:47,15:29:11,10,79,1.0,9.0,33.0,46.0,0,0,11,11,0,0,-13.0,-8.0,0,0,ButlerVirginia,-5.0,-3.0,-5.0,-2.0,1.0,0,1,-2,0,3,0,-2,0,0,-2,-2.0,2.0,-3.0,-3.0,-1.0,-1,3,-2,-3,-1,2,-2,0,2,-2
651,Butler,Virginia,8,9,9,6,11,8,0,3,15:29:11,15:31:46,6,85,4.0,2.0,37.0,48.0,1,1,12,12,3,-2,-11.0,2.0,0,0,ButlerVirginia,-13.0,-5.0,-3.0,-5.0,-2.0,0,0,1,-2,0,3,0,-2,0,0,-8.0,-2.0,2.0,-3.0,-3.0,0,-1,3,-2,-3,3,2,-2,0,2
652,Butler,Virginia,9,10,11,8,11,10,-2,1,15:31:46,15:34:40,8,93,2.0,7.0,39.0,55.0,0,4,12,16,3,2,-16.0,-5.0,-4,-4,ButlerVirginia,-11.0,-13.0,-5.0,-3.0,-5.0,0,0,0,1,-2,3,3,0,-2,0,2.0,-8.0,-2.0,2.0,-3.0,0,0,-1,3,-2,0,3,2,-2,0
653,Butler,Virginia,10,11,11,10,12,13,-2,-1,15:34:40,15:36:14,7,100,4.0,4.0,43.0,59.0,-2,-2,10,14,1,3,-16.0,0.0,-4,0,ButlerVirginia,-16.0,-11.0,-13.0,-5.0,-3.0,-4,0,0,0,1,1,3,3,0,-2,-5.0,2.0,-8.0,-2.0,2.0,-4,0,0,-1,3,-2,0,3,2,-2
654,Butler,Virginia,11,12,12,13,12,13,0,-1,15:36:14,15:39:31,5,105,5.0,1.0,48.0,60.0,0,0,10,14,-1,0,-12.0,4.0,-4,0,ButlerVirginia,-16.0,-16.0,-11.0,-13.0,-5.0,-4,-4,0,0,0,-1,1,3,3,0,0.0,-5.0,2.0,-8.0,-2.0,0,-4,0,0,-1,-2,-2,0,3,2
655,Butler,Virginia,13,14,16,13,16,15,-2,1,15:41:47,15:44:17,6,111,4.0,2.0,52.0,62.0,2,-2,12,12,3,-2,-10.0,2.0,0,4,ButlerVirginia,-12.0,-16.0,-16.0,-11.0,-13.0,-4,-4,-4,0,0,-1,-1,1,3,3,4.0,0.0,-5.0,2.0,-8.0,0,0,-4,0,0,0,-2,-2,0,3
656,Butler,Virginia,14,15,16,15,16,15,0,1,15:44:17,15:46:25,3,114,1.0,1.0,53.0,63.0,1,0,13,12,1,-2,-10.0,0.0,1,1,ButlerVirginia,-10.0,-12.0,-16.0,-16.0,-11.0,0,-4,-4,-4,0,1,-1,-1,1,3,2.0,4.0,0.0,-5.0,2.0,4,0,0,-4,0,-2,0,-2,-2,0
657,Butler,Virginia,15,16,16,15,17,17,-1,0,15:46:25,15:49:01,9,123,5.0,6.0,58.0,69.0,1,3,14,15,1,0,-11.0,-1.0,-1,-2,ButlerVirginia,-10.0,-10.0,-12.0,-16.0,-16.0,1,0,-4,-4,-4,1,1,-1,-1,1,0.0,2.0,4.0,0.0,-5.0,1,4,0,0,-4,0,-2,0,-2,-2
658,Butler,Virginia,16,17,17,17,20,19,1,1,15:49:01,15:51:17,17,140,11.0,7.0,69.0,76.0,2,-2,16,13,0,-2,-7.0,4.0,3,4,ButlerVirginia,-11.0,-10.0,-10.0,-12.0,-16.0,-1,1,0,-4,-4,0,1,1,-1,-1,-1.0,0.0,2.0,4.0,0.0,-2,1,4,0,0,-1,0,-2,0,-2
659,Butler,Virginia,17,18,20,19,22,21,0,1,15:51:17,15:54:08,8,148,1.0,2.0,70.0,78.0,0,1,16,14,1,0,-8.0,-1.0,2,-1,ButlerVirginia,-7.0,-11.0,-10.0,-10.0,-12.0,3,-1,1,0,-4,1,0,1,1,-1,4.0,-1.0,0.0,2.0,4.0,4,-2,1,4,0,1,-1,0,-2,0
660,Butler,Virginia,18,19,22,21,24,23,0,1,15:54:08,15:56:29,6,154,2.0,4.0,72.0,82.0,1,0,17,14,1,-1,-10.0,-2.0,3,1,ButlerVirginia,-8.0,-7.0,-11.0,-10.0,-10.0,2,3,-1,1,0,1,1,0,1,1,-1.0,4.0,-1.0,0.0,2.0,-1,4,-2,1,4,0,1,-1,0,-2
661,Butler,Virginia,19,20,24,23,25,23,1,2,15:56:29,15:59:27,14,168,7.0,6.0,79.0,88.0,1,1,18,15,1,1,-9.0,1.0,3,0,ButlerVirginia,-10.0,-8.0,-7.0,-11.0,-10.0,3,2,3,-1,1,1,1,1,0,1,-2.0,-1.0,4.0,-1.0,0.0,1,-1,4,-2,1,0,0,1,-1,0
662,Butler,Virginia,20,21,25,23,25,27,-4,-2,15:59:27,16:21:38,125,293,64.0,81.0,143.0,169.0,15,18,33,33,2,0,-26.0,-17.0,0,-3,ButlerVirginia,-9.0,-10.0,-8.0,-7.0,-11.0,3,3,2,3,-1,2,1,1,1,0,1.0,-2.0,-1.0,4.0,-1.0,0,1,-1,4,-2,1,0,0,1,-1
663,Butler,Virginia,21,22,25,27,28,31,-1,-3,16:21:38,16:24:24,13,306,2.0,6.0,145.0,175.0,0,2,33,35,-2,0,-30.0,-4.0,-2,-2,ButlerVirginia,-26.0,-9.0,-10.0,-8.0,-7.0,0,3,3,2,3,-2,2,1,1,1,-17.0,1.0,-2.0,-1.0,4.0,-3,0,1,-1,4,-4,1,0,0,1
664,Butler,Virginia,22,23,28,31,34,32,5,2,16:24:24,16:26:25,5,311,4.0,2.0,149.0,177.0,0,0,33,35,-3,1,-28.0,2.0,-2,0,ButlerVirginia,-30.0,-26.0,-9.0,-10.0,-8.0,-2,0,3,3,2,-3,-2,2,1,1,-4.0,-17.0,1.0,-2.0,-1.0,-2,-3,0,1,-1,-1,-4,1,0,0
665,Butler,Virginia,23,24,34,32,37,34,1,3,16:26:25,16:28:37,8,319,5.0,3.0,154.0,180.0,-2,-2,31,33,2,-4,-26.0,2.0,-2,0,ButlerVirginia,-28.0,-30.0,-26.0,-9.0,-10.0,-2,-2,0,3,3,2,-3,-2,2,1,2.0,-4.0,-17.0,1.0,-2.0,0,-2,-3,0,1,5,-1,-4,1,0
666,Butler,Virginia,24,25,37,34,41,38,0,3,16:28:37,16:31:45,16,335,2.0,11.0,156.0,191.0,2,3,33,36,3,-1,-35.0,-9.0,-3,-1,ButlerVirginia,-26.0,-28.0,-30.0,-26.0,-9.0,-2,-2,-2,0,3,3,2,-3,-2,2,2.0,2.0,-4.0,-17.0,1.0,0,0,-2,-3,0,1,5,-1,-4,1
667,Butler,Virginia,25,26,41,38,41,41,-3,0,16:31:45,16:33:36,9,344,5.0,7.0,161.0,198.0,2,3,35,39,3,5,-37.0,-2.0,-4,-1,ButlerVirginia,-35.0,-26.0,-28.0,-30.0,-26.0,-3,-2,-2,-2,0,3,3,2,-3,-2,-9.0,2.0,2.0,-4.0,-17.0,-1,0,0,-2,-3,0,1,5,-1,-4
668,Butler,Virginia,26,27,41,41,42,42,0,0,16:33:36,16:36:44,8,352,6.0,5.0,167.0,203.0,0,2,35,41,0,1,-36.0,1.0,-6,-2,ButlerVirginia,-37.0,-35.0,-26.0,-28.0,-30.0,-4,-3,-2,-2,-2,0,3,3,2,-3,-2.0,-9.0,2.0,2.0,-4.0,-1,-1,0,0,-2,-3,0,1,5,-1
669,Butler,Virginia,27,28,42,42,44,44,0,0,16:36:44,16:38:31,9,361,6.0,7.0,173.0,210.0,1,-1,36,40,0,0,-37.0,-1.0,-4,2,ButlerVirginia,-36.0,-37.0,-35.0,-26.0,-28.0,-6,-4,-3,-2,-2,0,0,3,3,2,1.0,-2.0,-9.0,2.0,2.0,-2,-1,-1,0,0,0,-3,0,1,5
670,Butler,Virginia,28,29,44,44,47,46,1,1,16:38:31,16:41:16,12,373,9.0,6.0,182.0,216.0,1,1,37,41,0,-3,-34.0,3.0,-4,0,ButlerVirginia,-37.0,-36.0,-37.0,-35.0,-26.0,-4,-6,-4,-3,-2,0,0,0,3,3,-1.0,1.0,-2.0,-9.0,2.0,2,-2,-1,-1,0,0,0,-3,0,1
671,Butler,Virginia,29,30,47,46,47,50,-4,-3,16:41:16,16:43:30,10,383,5.0,5.0,187.0,221.0,3,0,40,41,1,0,-34.0,0.0,-1,3,ButlerVirginia,-34.0,-37.0,-36.0,-37.0,-35.0,-4,-4,-6,-4,-3,1,0,0,0,3,3.0,-1.0,1.0,-2.0,-9.0,0,2,-2,-1,-1,1,0,0,-3,0
672,Butler,Virginia,30,31,47,50,51,53,1,-2,16:43:30,16:46:26,11,394,5.0,7.0,192.0,228.0,3,2,43,43,-3,0,-36.0,-2.0,0,1,ButlerVirginia,-34.0,-34.0,-37.0,-36.0,-37.0,-1,-4,-4,-6,-4,-3,1,0,0,0,0.0,3.0,-1.0,1.0,-2.0,3,0,2,-2,-1,-4,1,0,0,-3
673,Butler,Virginia,31,32,51,53,53,57,-2,-4,16:46:26,16:48:22,17,411,2.0,9.0,194.0,237.0,0,3,43,46,-2,1,-43.0,-7.0,-3,-3,ButlerVirginia,-36.0,-34.0,-34.0,-37.0,-36.0,0,-1,-4,-4,-6,-2,-3,1,0,0,-2.0,0.0,3.0,-1.0,1.0,1,3,0,2,-2,1,-4,1,0,0
674,Butler,Virginia,32,33,53,57,55,59,0,-4,16:48:22,16:51:03,16,427,8.0,9.0,202.0,246.0,5,3,48,49,-4,-4,-44.0,-1.0,-1,2,ButlerVirginia,-43.0,-36.0,-34.0,-34.0,-37.0,-3,0,-1,-4,-4,-4,-2,-3,1,0,-7.0,-2.0,0.0,3.0,-1.0,-3,1,3,0,2,-2,1,-4,1,0
675,Butler,Virginia,33,34,55,59,55,61,-2,-6,16:51:03,16:53:17,7,434,3.0,6.0,205.0,252.0,-1,-2,47,47,-4,1,-47.0,-3.0,0,1,ButlerVirginia,-44.0,-43.0,-36.0,-34.0,-34.0,-1,-3,0,-1,-4,-4,-4,-2,-3,1,-1.0,-7.0,-2.0,0.0,3.0,2,-3,1,3,0,0,-2,1,-4,1
676,Butler,Virginia,34,35,55,61,57,64,-1,-7,16:53:17,16:56:22,14,448,9.0,5.0,214.0,257.0,-1,-4,46,43,-6,-2,-43.0,4.0,3,3,ButlerVirginia,-47.0,-44.0,-43.0,-36.0,-34.0,0,-1,-3,0,-1,-6,-4,-4,-2,-3,-3.0,-1.0,-7.0,-2.0,0.0,1,2,-3,1,3,-2,0,-2,1,-4
677,Butler,Virginia,35,36,57,64,61,66,2,-5,16:56:22,16:58:38,8,456,4.0,5.0,218.0,262.0,-3,0,43,43,-7,0,-44.0,-1.0,0,-3,ButlerVirginia,-43.0,-47.0,-44.0,-43.0,-36.0,3,0,-1,-3,0,-7,-6,-4,-4,-2,4.0,-3.0,-1.0,-7.0,-2.0,3,1,2,-3,1,-1,-2,0,-2,1
678,Butler,Virginia,36,37,61,66,61,68,-2,-7,16:58:38,17:00:37,18,474,9.0,11.0,227.0,273.0,4,4,47,47,-5,-2,-46.0,-2.0,0,0,ButlerVirginia,-44.0,-43.0,-47.0,-44.0,-43.0,0,3,0,-1,-3,-5,-7,-6,-4,-4,-1.0,4.0,-3.0,-1.0,-7.0,-3,3,1,2,-3,2,-1,-2,0,-2
679,Butler,Virginia,37,38,61,68,64,70,1,-6,17:00:37,17:03:52,14,488,9.0,6.0,236.0,279.0,2,2,49,49,-7,-1,-43.0,3.0,0,0,ButlerVirginia,-46.0,-44.0,-43.0,-47.0,-44.0,0,0,3,0,-1,-7,-5,-7,-6,-4,-2.0,-1.0,4.0,-3.0,-1.0,0,-3,3,1,2,-2,2,-1,-2,0
680,Butler,Virginia,38,39,64,70,68,72,2,-4,17:03:52,17:05:59,14,502,11.0,4.0,247.0,283.0,-4,-4,45,45,-6,2,-36.0,7.0,0,0,ButlerVirginia,-43.0,-46.0,-44.0,-43.0,-47.0,0,0,0,3,0,-6,-7,-5,-7,-6,3.0,-2.0,-1.0,4.0,-3.0,0,0,-3,3,1,1,-2,2,-1,-2
681,Butler,Virginia,39,40,68,72,69,77,-4,-8,17:05:59,17:08:55,15,517,6.0,7.0,253.0,290.0,1,3,46,48,-4,-2,-37.0,-1.0,-2,-2,ButlerVirginia,-36.0,-43.0,-46.0,-44.0,-43.0,0,0,0,0,3,-4,-6,-7,-5,-7,7.0,3.0,-2.0,-1.0,4.0,0,0,0,-3,3,2,1,-2,2,-1
682,Wichita St,Miami,0,1,0,0,0,0,0,0,12:10:00,12:11:18,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,NA,0.0,0.0,0,0,Wichita StMiami,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Wichita St,Miami,1,2,0,0,0,5,0,-5,12:11:18,12:14:48,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,NA,0.0,0.0,0,0,Wichita StMiami,0.0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
684,Wichita St,Miami,2,3,0,0,2,5,0,-3,12:14:48,12:17:07,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,NA,0.0,0.0,0,0,Wichita StMiami,0.0,0.0,NA,NA,NA,0,0,NA,NA,NA,-5,0,NA,NA,NA,0.0,0.0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA
685,Wichita St,Miami,4,5,4,7,4,9,-2,-5,12:20:14,12:22:54,3,3,0.0,3.0,0.0,3.0,0,0,0,0,-3,0,-3.0,-3.0,0,0,Wichita StMiami,0.0,0.0,0.0,NA,NA,0,0,0,NA,NA,-3,-5,0,NA,NA,0.0,0.0,0.0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
686,Wichita St,Miami,5,6,4,9,4,11,-2,-7,12:22:54,12:25:29,56,59,5.0,37.0,5.0,40.0,0,2,0,2,-5,0,-35.0,-32.0,-2,-2,Wichita StMiami,-3.0,0.0,0.0,0.0,NA,0,0,0,0,NA,-5,-3,-5,0,NA,-3.0,0.0,0.0,0.0,NA,0,0,0,0,NA,-2,0,0,0,NA
687,Wichita St,Miami,6,7,4,11,4,14,-3,-10,12:25:29,12:27:35,100,159,18.0,65.0,23.0,105.0,-12,-2,-12,0,-7,0,-82.0,-47.0,-12,-10,Wichita StMiami,-35.0,-3.0,0.0,0.0,0.0,-2,0,0,0,0,-7,-5,-3,-5,0,-32.0,-3.0,0.0,0.0,0.0,-2,0,0,0,0,-2,-2,0,0,0
688,Wichita St,Miami,7,8,4,14,4,18,-4,-14,12:27:35,12:30:52,119,278,16.0,71.0,39.0,176.0,2,11,-10,11,-10,-2,-137.0,-55.0,-21,-9,Wichita StMiami,-82.0,-35.0,-3.0,0.0,0.0,-12,-2,0,0,0,-10,-7,-5,-3,-5,-47.0,-32.0,-3.0,0.0,0.0,-10,-2,0,0,0,-3,-2,-2,0,0
689,Wichita St,Miami,8,9,4,18,4,18,0,-14,12:30:52,12:33:21,53,331,11.0,31.0,50.0,207.0,-3,3,-13,14,-14,-2,-157.0,-20.0,-27,-6,Wichita StMiami,-137.0,-82.0,-35.0,-3.0,0.0,-21,-12,-2,0,0,-14,-10,-7,-5,-3,-55.0,-47.0,-32.0,-3.0,0.0,-9,-10,-2,0,0,-4,-3,-2,-2,0
690,Wichita St,Miami,9,10,4,18,6,23,-3,-17,12:33:21,12:36:06,27,358,7.0,17.0,57.0,224.0,-1,3,-14,17,-14,-3,-167.0,-10.0,-31,-4,Wichita StMiami,-157.0,-137.0,-82.0,-35.0,-3.0,-27,-21,-12,-2,0,-14,-14,-10,-7,-5,-20.0,-55.0,-47.0,-32.0,-3.0,-6,-9,-10,-2,0,0,-4,-3,-2,-2
691,Wichita St,Miami,10,11,6,23,6,25,-2,-19,12:36:06,12:38:39,90,448,11.0,66.0,68.0,290.0,-3,4,-17,21,-17,-4,-222.0,-55.0,-38,-7,Wichita StMiami,-167.0,-157.0,-137.0,-82.0,-35.0,-31,-27,-21,-12,-2,-17,-14,-14,-10,-7,-10.0,-20.0,-55.0,-47.0,-32.0,-4,-6,-9,-10,-2,-3,0,-4,-3,-2
692,Wichita St,Miami,11,12,6,25,9,27,1,-18,12:38:39,12:41:01,136,584,21.0,87.0,89.0,377.0,-1,6,-18,27,-19,0,-288.0,-66.0,-45,-7,Wichita StMiami,-222.0,-167.0,-157.0,-137.0,-82.0,-38,-31,-27,-21,-12,-19,-17,-14,-14,-10,-55.0,-10.0,-20.0,-55.0,-47.0,-7,-4,-6,-9,-10,-2,-3,0,-4,-3
693,Wichita St,Miami,12,13,9,27,11,27,2,-16,12:41:01,12:43:59,133,717,20.0,87.0,109.0,464.0,-10,7,-28,34,-18,-3,-355.0,-67.0,-62,-17,Wichita StMiami,-288.0,-222.0,-167.0,-157.0,-137.0,-45,-38,-31,-27,-21,-18,-19,-17,-14,-14,-66.0,-55.0,-10.0,-20.0,-55.0,-7,-7,-4,-6,-9,1,-2,-3,0,-4
694,Wichita St,Miami,13,14,11,27,13,27,2,-14,12:43:59,12:46:26,68,785,11.0,35.0,120.0,499.0,-5,4,-33,38,-16,-2,-379.0,-24.0,-71,-9,Wichita StMiami,-355.0,-288.0,-222.0,-167.0,-157.0,-62,-45,-38,-31,-27,-16,-18,-19,-17,-14,-67.0,-66.0,-55.0,-10.0,-20.0,-17,-7,-7,-4,-6,2,1,-2,-3,0
695,Wichita St,Miami,14,15,13,27,15,27,2,-12,12:46:26,12:48:53,206,991,22.0,167.0,142.0,666.0,-1,8,-34,46,-14,1,-524.0,-145.0,-80,-9,Wichita StMiami,-379.0,-355.0,-288.0,-222.0,-167.0,-71,-62,-45,-38,-31,-14,-16,-18,-19,-17,-24.0,-67.0,-66.0,-55.0,-10.0,-9,-17,-7,-7,-4,2,2,1,-2,-3
696,Wichita St,Miami,15,16,15,27,15,27,0,-12,12:48:53,12:51:10,112,1103,40.0,56.0,182.0,722.0,7,-2,-27,44,-12,2,-540.0,-16.0,-71,9,Wichita StMiami,-524.0,-379.0,-355.0,-288.0,-222.0,-80,-71,-62,-45,-38,-12,-14,-16,-18,-19,-145.0,-24.0,-67.0,-66.0,-55.0,-9,-9,-17,-7,-7,2,2,2,1,-2
697,Wichita St,Miami,16,17,15,27,17,28,1,-11,12:51:10,12:54:21,82,1185,19.0,39.0,201.0,761.0,2,1,-25,45,-12,2,-560.0,-20.0,-70,1,Wichita StMiami,-540.0,-524.0,-379.0,-355.0,-288.0,-71,-80,-71,-62,-45,-12,-12,-14,-16,-18,-16.0,-145.0,-24.0,-67.0,-66.0,9,-9,-9,-17,-7,0,2,2,2,1
698,Wichita St,Miami,17,18,17,28,17,28,0,-11,12:54:21,12:56:30,46,1231,5.0,32.0,206.0,793.0,-2,7,-27,52,-11,2,-587.0,-27.0,-79,-9,Wichita StMiami,-560.0,-540.0,-524.0,-379.0,-355.0,-70,-71,-80,-71,-62,-11,-12,-12,-14,-16,-20.0,-16.0,-145.0,-24.0,-67.0,1,9,-9,-9,-17,1,0,2,2,2
